Bill No,Transaction Date,Menu Item,Item Category,Guest ID,Bill Amount,Qty,Outlet
B01313,2023-12-23 10:00:00,Tea,Food,G0305,598.82,2,Koramangala
B01314,2023-04-12 19:00:00,Croissant,Beverage,G0144,168.02,3,MG Road
B01315,2024-03-11 17:00:00,Espresso,Beverage,G0386,437.26,3,Indiranagar
B01316,2024-03-08 12:00:00,Latte,Beverage,G0316,96.42,1,Koramangala
B01317,2023-11-21 07:00:00,Tea,Beverage,G0182,446.92,2,Indiranagar
B01318,2024-04-11 13:00:00,Tea,Food,G0030,237.97,3,Indiranagar
B01319,2024-04-23 01:00:00,Espresso,Food,G0084,336.32,1,MG Road
B01320,2023-02-11 00:00:00,Tea,Beverage,G0166,276.8,2,MG Road
B01321,2023-11-21 14:00:00,Cold Brew,Beverage,G0284,178.47,3,MG Road
B01322,2024-02-14 15:00:00,Croissant,Food,G0281,434.53,3,MG Road
B01323,2023-02-04 11:00:00,Sandwich,Food,G0096,582.73,1,MG Road
B01324,2024-03-31 02:00:00,Muffin,Beverage,G0381,626.68,2,MG Road
B01325,2023-05-28 03:00:00,Espresso,Food,G0266,189.64,2,Koramangala
B01326,2023-10-25 19:00:00,Sandwich,Food,G0298,488.9,3,Indiranagar
B01327,2023-07-05 11:00:00,Sandwich,Beverage,G0296,458.67,2,MG Road
B01328,2024-04-08 15:00:00,Cappuccino,Food,G0225,275.73,1,Koramangala
B01329,2023-06-11 12:00:00,Cold Brew,Food,G0333,90.89,3,Indiranagar
B01330,2023-09-06 07:00:00,Espresso,Beverage,G0361,473.18,3,MG Road
B01331,2023-01-06 06:00:00,Tea,Beverage,G0374,618.93,1,MG Road
B01332,2023-05-13 09:00:00,Muffin,Food,G0042,440.31,3,Koramangala
B01333,2024-04-13 16:00:00,Espresso,Beverage,G0303,328.12,2,Indiranagar
B01334,2024-01-02 11:00:00,Tea,Food,G0246,379.34,2,MG Road
B01335,2024-04-30 01:00:00,Sandwich,Beverage,G0208,193.79,3,Indiranagar
B01336,2023-09-09 00:00:00,Muffin,Food,G0237,507.81,1,Koramangala
B01337,2023-08-01 21:00:00,Tea,Beverage,G0022,505.46,1,MG Road
B01338,2023-06-22 18:00:00,Croissant,Food,G0185,162.94,2,Indiranagar
B01339,2023-10-27 20:00:00,Tea,Food,G0242,580.45,1,Koramangala
B01340,2024-05-03 13:00:00,Cappuccino,Food,G0363,233.44,3,Koramangala
B01341,2024-04-26 15:00:00,Cold Brew,Beverage,G0283,639.89,3,MG Road
B01342,2023-05-21 08:00:00,Sandwich,Beverage,G0041,298.25,2,Indiranagar
B01343,2023-06-08 05:00:00,Tea,Food,G0336,181.39,2,MG Road
B01344,2023-03-16 16:00:00,Cold Brew,Food,G0162,280.48,2,MG Road
B01345,2024-04-05 13:00:00,Latte,Beverage,G0160,330.9,1,Indiranagar
B01346,2023-08-27 20:00:00,Latte,Beverage,G0089,119.51,3,Indiranagar
B01347,2023-05-25 20:00:00,Cold Brew,Beverage,G0322,409.58,3,Indiranagar
B01348,2023-05-23 09:00:00,Cold Brew,Beverage,G0012,420.65,3,Koramangala
B01349,2023-03-10 13:00:00,Cappuccino,Beverage,G0073,501.19,2,Koramangala
B01350,2024-01-27 13:00:00,Croissant,Beverage,G0076,96.63,3,Indiranagar
B01351,2023-05-07 06:00:00,Sandwich,Food,G0346,388.51,1,Koramangala
B01352,2023-04-30 16:00:00,Espresso,Beverage,G0201,110.16,1,MG Road
B01353,2023-05-09 00:00:00,Cappuccino,Food,G0010,479.65,3,Indiranagar
B01354,2023-03-19 06:00:00,Croissant,Beverage,G0352,111.76,2,MG Road
B01355,2023-06-17 13:00:00,Cold Brew,Beverage,G0226,599.68,3,Indiranagar
B01356,2023-07-14 06:00:00,Espresso,Food,G0176,480.19,1,MG Road
B01357,2023-09-29 10:00:00,Cold Brew,Food,G0276,369.21,1,Indiranagar
B01358,2023-07-29 15:00:00,Cold Brew,Beverage,G0039,331.66,1,MG Road
B01359,2023-04-23 20:00:00,Latte,Food,G0060,154.48,3,Indiranagar
B01360,2024-05-02 06:00:00,Latte,Food,G0066,245.87,1,Indiranagar
B01361,2023-10-24 08:00:00,Espresso,Food,G0321,575.31,2,Koramangala
B01362,2024-02-01 20:00:00,Cappuccino,Food,G0124,595.54,3,MG Road
B01363,2023-12-16 17:00:00,Latte,Beverage,G0164,80.43,3,Koramangala
B01364,2023-05-27 03:00:00,Sandwich,Food,G0386,418.66,1,MG Road
B01365,2023-09-27 00:00:00,Cold Brew,Beverage,G0159,490.0,1,Koramangala
B01366,2023-06-25 12:00:00,Muffin,Beverage,G0057,432.69,2,Indiranagar
B01367,2023-11-29 02:00:00,Tea,Beverage,G0078,126.56,3,Koramangala
B01368,2024-01-01 06:00:00,Espresso,Beverage,G0194,204.1,1,Koramangala
B01369,2023-01-23 08:00:00,Espresso,Food,G0285,222.69,2,Indiranagar
B01370,2023-03-09 17:00:00,Latte,Food,G0015,554.08,1,Koramangala
B01371,2024-03-05 18:00:00,Cappuccino,Beverage,G0012,344.02,3,Indiranagar
B01372,2023-11-29 05:00:00,Cold Brew,Beverage,G0101,357.49,1,MG Road
B01373,2023-12-24 09:00:00,Sandwich,Beverage,G0156,612.89,3,Koramangala
B01374,2023-12-03 06:00:00,Cappuccino,Beverage,G0340,443.14,1,Indiranagar
B01375,2024-04-23 01:00:00,Croissant,Food,G0125,592.24,3,Indiranagar
B01376,2023-12-28 02:00:00,Croissant,Beverage,G0359,340.21,2,Koramangala
B01377,2023-12-25 17:00:00,Muffin,Food,G0280,165.18,3,MG Road
B01378,2023-09-28 10:00:00,Latte,Beverage,G0394,610.06,2,Koramangala
B01379,2023-05-31 00:00:00,Latte,Beverage,G0110,341.46,3,Indiranagar
B01380,2023-10-10 15:00:00,Latte,Beverage,G0334,183.53,2,MG Road
B01381,2024-01-17 02:00:00,Muffin,Beverage,G0357,252.37,1,Koramangala
B01382,2023-07-27 03:00:00,Croissant,Food,G0146,108.96,3,Indiranagar
B01383,2024-06-27 18:00:00,Cappuccino,Food,G0216,346.93,1,Koramangala
B01384,2023-02-20 05:00:00,Muffin,Food,G0398,566.28,2,MG Road
B01385,2024-06-23 15:00:00,Muffin,Beverage,G0162,612.14,3,MG Road
B01386,2024-05-28 00:00:00,Cappuccino,Beverage,G0128,611.58,3,MG Road
B01387,2023-03-24 22:00:00,Latte,Food,G0314,151.38,1,MG Road
B01388,2023-08-09 19:00:00,Sandwich,Food,G0332,297.77,3,MG Road
B01389,2024-06-25 13:00:00,Cappuccino,Beverage,G0150,96.09,3,Koramangala
B01390,2023-05-29 20:00:00,Croissant,Beverage,G0036,567.44,1,MG Road
B01391,2023-09-06 23:00:00,Espresso,Food,G0173,284.49,3,MG Road
B01392,2023-09-21 08:00:00,Cold Brew,Beverage,G0022,439.74,1,Indiranagar
B01393,2023-07-02 12:00:00,Espresso,Beverage,G0206,487.49,1,MG Road
B01394,2024-05-29 14:00:00,Tea,Food,G0127,325.01,1,Indiranagar
B01395,2023-07-18 05:00:00,Tea,Beverage,G0336,254.67,1,Indiranagar
B01396,2023-04-24 01:00:00,Muffin,Food,G0356,628.46,1,Indiranagar
B01397,2024-03-09 03:00:00,Cold Brew,Beverage,G0217,629.76,2,Koramangala
B01398,2023-08-21 20:00:00,Espresso,Food,G0096,244.98,2,Koramangala
B01399,2024-04-16 08:00:00,Sandwich,Beverage,G0164,353.39,1,Indiranagar
B01400,2023-02-10 06:00:00,Latte,Food,G0148,634.52,2,Koramangala
B01401,2023-07-26 00:00:00,Croissant,Food,G0018,82.77,2,MG Road
B01402,2023-05-24 00:00:00,Tea,Food,G0294,315.23,3,Koramangala
B01403,2023-01-29 16:00:00,Sandwich,Food,G0195,137.26,1,MG Road
B01404,2023-06-26 19:00:00,Croissant,Beverage,G0151,370.22,2,MG Road
B01405,2023-06-04 05:00:00,Croissant,Beverage,G0365,94.06,3,Koramangala
B01406,2023-12-22 13:00:00,Latte,Food,G0123,311.93,3,Koramangala
B01407,2023-08-04 22:00:00,Cold Brew,Beverage,G0187,205.8,1,Indiranagar
B01408,2024-02-18 04:00:00,Muffin,Beverage,G0149,383.99,1,Koramangala
B01409,2023-10-07 08:00:00,Espresso,Beverage,G0104,647.72,3,Koramangala
B01410,2023-07-04 06:00:00,Latte,Beverage,G0243,536.31,1,Koramangala
B01411,2024-02-21 00:00:00,Sandwich,Beverage,G0231,562.02,1,MG Road
B01412,2023-03-15 07:00:00,Muffin,Food,G0206,442.1,3,MG Road
B01413,2024-04-20 04:00:00,Sandwich,Food,G0198,103.69,3,MG Road
B01414,2024-01-18 13:00:00,Muffin,Food,G0396,197.87,1,Indiranagar
B01415,2024-03-11 14:00:00,Cold Brew,Food,G0337,607.29,2,Indiranagar
B01416,2023-04-14 10:00:00,Tea,Beverage,G0087,288.68,1,Indiranagar
B01417,2023-12-02 18:00:00,Sandwich,Beverage,G0142,139.07,2,MG Road
B01418,2023-02-09 15:00:00,Latte,Food,G0317,480.37,3,Koramangala
B01419,2024-01-07 10:00:00,Muffin,Beverage,G0199,250.69,2,Indiranagar
B01420,2024-04-27 13:00:00,Muffin,Beverage,G0046,233.25,3,Indiranagar
B01421,2023-03-28 15:00:00,Croissant,Food,G0288,648.85,1,MG Road
B01422,2023-04-24 05:00:00,Croissant,Beverage,G0015,569.14,1,Indiranagar
B01423,2024-03-14 12:00:00,Cappuccino,Food,G0044,312.52,3,Koramangala
B01424,2024-04-27 00:00:00,Sandwich,Food,G0169,638.75,3,MG Road
B01425,2023-07-08 12:00:00,Croissant,Beverage,G0310,450.56,3,MG Road
B01426,2024-02-08 20:00:00,Cappuccino,Beverage,G0044,502.95,1,Koramangala
B01427,2023-12-20 05:00:00,Tea,Food,G0098,97.96,1,Koramangala
B01428,2023-11-01 15:00:00,Tea,Food,G0261,149.31,2,Koramangala
B01429,2024-05-01 23:00:00,Croissant,Beverage,G0109,440.86,3,Indiranagar
B01430,2023-10-27 10:00:00,Sandwich,Food,G0283,592.44,2,Koramangala
B01431,2023-03-28 01:00:00,Muffin,Food,G0372,435.53,1,MG Road
B01432,2023-02-02 00:00:00,Espresso,Food,G0343,156.39,2,Koramangala
B01433,2023-08-17 18:00:00,Cold Brew,Beverage,G0104,145.98,2,MG Road
B01434,2024-04-13 17:00:00,Sandwich,Food,G0256,561.19,1,MG Road
B01435,2024-06-04 01:00:00,Cold Brew,Beverage,G0379,159.4,1,Indiranagar
B01436,2023-10-04 21:00:00,Latte,Food,G0206,376.53,3,Koramangala
B01437,2023-07-31 19:00:00,Tea,Beverage,G0335,101.15,2,Indiranagar
B01438,2023-08-07 00:00:00,Croissant,Food,G0043,125.98,1,Koramangala
B01439,2024-03-07 09:00:00,Croissant,Beverage,G0353,463.24,1,Koramangala
B01440,2024-04-23 13:00:00,Cold Brew,Beverage,G0245,472.83,2,Koramangala
B01441,2023-08-30 13:00:00,Muffin,Beverage,G0287,274.64,1,Koramangala
B01442,2024-01-16 18:00:00,Cold Brew,Food,G0355,202.9,3,Koramangala
B01443,2023-07-25 06:00:00,Latte,Food,G0273,543.81,3,MG Road
B01444,2023-09-08 16:00:00,Muffin,Food,G0083,203.75,2,MG Road
B01445,2023-05-19 23:00:00,Latte,Beverage,G0110,388.96,3,Koramangala
B01446,2024-05-29 06:00:00,Espresso,Food,G0190,631.88,1,MG Road
B01447,2023-12-01 22:00:00,Tea,Beverage,G0288,164.28,1,Indiranagar
B01448,2024-06-29 07:00:00,Croissant,Food,G0397,616.3,1,Indiranagar
B01449,2023-07-23 01:00:00,Croissant,Beverage,G0251,184.25,1,Indiranagar
B01450,2023-03-03 17:00:00,Espresso,Beverage,G0212,403.44,2,Koramangala
B01451,2024-02-25 13:00:00,Cappuccino,Beverage,G0291,294.89,3,Koramangala
B01452,2023-09-20 17:00:00,Tea,Food,G0133,630.01,3,MG Road
B01453,2023-05-24 19:00:00,Muffin,Food,G0201,235.92,1,MG Road
B01454,2024-05-25 16:00:00,Espresso,Food,G0285,307.81,2,MG Road
B01455,2023-01-03 06:00:00,Muffin,Beverage,G0326,640.23,1,Indiranagar
B01456,2023-11-15 11:00:00,Cold Brew,Beverage,G0095,385.79,1,Indiranagar
B01457,2024-02-22 07:00:00,Sandwich,Food,G0278,366.5,2,Indiranagar
B01458,2023-05-25 06:00:00,Croissant,Food,G0325,226.93,2,Indiranagar
B01459,2024-04-14 15:00:00,Muffin,Food,G0219,479.78,1,MG Road
B01460,2023-02-04 16:00:00,Latte,Beverage,G0089,88.19,3,Koramangala
B01461,2024-06-09 00:00:00,Muffin,Beverage,G0072,108.22,1,Koramangala
B01462,2024-04-03 06:00:00,Sandwich,Beverage,G0247,421.63,3,Indiranagar
B01463,2023-09-06 02:00:00,Tea,Beverage,G0129,274.75,3,Koramangala
B01464,2024-03-21 02:00:00,Croissant,Beverage,G0212,623.39,2,Koramangala
B01465,2023-12-21 23:00:00,Cold Brew,Food,G0343,594.82,2,Koramangala
B01466,2023-10-28 21:00:00,Espresso,Beverage,G0096,486.81,1,Indiranagar
B01467,2023-05-18 22:00:00,Cold Brew,Beverage,G0075,546.34,3,MG Road
B01468,2023-05-18 12:00:00,Sandwich,Beverage,G0054,460.38,3,MG Road
B01469,2023-10-08 02:00:00,Croissant,Beverage,G0344,151.58,1,Koramangala
B01470,2023-10-28 18:00:00,Muffin,Beverage,G0054,516.36,1,MG Road
B01471,2023-11-21 00:00:00,Tea,Food,G0218,199.81,1,MG Road
B01472,2023-06-03 03:00:00,Cappuccino,Beverage,G0016,264.36,2,Indiranagar
B01473,2023-05-08 06:00:00,Tea,Beverage,G0099,546.96,1,Indiranagar
B01474,2023-11-29 02:00:00,Cappuccino,Beverage,G0020,385.82,1,Koramangala
B01475,2023-03-31 07:00:00,Latte,Food,G0046,570.17,3,Koramangala
B01476,2023-08-05 23:00:00,Tea,Food,G0193,201.43,1,Koramangala
B01477,2024-01-31 23:00:00,Croissant,Food,G0383,426.43,3,Indiranagar
B01478,2024-04-19 07:00:00,Cappuccino,Beverage,G0058,127.76,3,MG Road
B01479,2023-04-16 18:00:00,Espresso,Food,G0111,446.54,2,Indiranagar
B01480,2024-05-22 07:00:00,Croissant,Beverage,G0129,514.64,1,Indiranagar
B01481,2023-07-09 11:00:00,Espresso,Beverage,G0337,413.41,1,MG Road
B01482,2023-08-23 03:00:00,Tea,Food,G0194,231.75,3,MG Road
B01483,2023-12-15 04:00:00,Espresso,Beverage,G0340,97.87,2,Koramangala
B01484,2024-06-03 13:00:00,Cappuccino,Beverage,G0326,148.09,2,MG Road
B01485,2023-10-03 12:00:00,Croissant,Beverage,G0008,434.71,1,MG Road
B01486,2023-07-28 13:00:00,Muffin,Food,G0029,612.62,3,MG Road
B01487,2023-02-04 06:00:00,Sandwich,Beverage,G0112,197.72,1,MG Road
B01488,2023-02-09 07:00:00,Cappuccino,Beverage,G0161,498.96,1,Koramangala
B01489,2023-09-14 06:00:00,Cappuccino,Food,G0131,573.88,1,Koramangala
B01490,2023-07-04 09:00:00,Muffin,Beverage,G0188,376.9,1,MG Road
B01491,2024-01-09 14:00:00,Croissant,Beverage,G0163,461.48,3,MG Road
B01492,2023-04-02 14:00:00,Croissant,Food,G0197,544.56,2,Koramangala
B01493,2024-04-17 20:00:00,Cold Brew,Beverage,G0364,228.58,1,Koramangala
B01494,2023-06-26 18:00:00,Tea,Beverage,G0204,249.23,1,MG Road
B01495,2023-06-03 23:00:00,Espresso,Beverage,G0212,80.36,1,Indiranagar
B01496,2023-05-24 20:00:00,Tea,Beverage,G0109,628.96,1,Koramangala
B01497,2024-01-15 10:00:00,Muffin,Beverage,G0276,603.0,2,Koramangala
B01498,2023-02-24 12:00:00,Tea,Food,G0073,515.8,2,Koramangala
B01499,2023-06-24 01:00:00,Muffin,Food,G0167,125.07,2,MG Road
B01500,2023-12-29 17:00:00,Croissant,Food,G0260,335.08,2,MG Road
B01501,2024-02-26 08:00:00,Espresso,Food,G0243,138.08,1,Koramangala
B01502,2023-10-13 12:00:00,Tea,Beverage,G0275,89.07,3,MG Road
B01503,2023-09-09 11:00:00,Cappuccino,Beverage,G0102,431.22,2,MG Road
B01504,2023-05-30 18:00:00,Latte,Beverage,G0173,627.67,2,Koramangala
B01505,2023-07-21 17:00:00,Cold Brew,Beverage,G0171,594.63,1,MG Road
B01506,2023-02-28 17:00:00,Sandwich,Beverage,G0141,477.15,1,Indiranagar
B01507,2024-06-25 10:00:00,Cappuccino,Food,G0397,135.09,1,MG Road
B01508,2023-07-10 06:00:00,Croissant,Food,G0188,236.27,1,MG Road
B01509,2024-04-19 06:00:00,Sandwich,Beverage,G0086,262.43,3,Koramangala
B01510,2023-07-07 03:00:00,Latte,Beverage,G0052,515.0,3,Koramangala
B01511,2023-03-06 19:00:00,Latte,Beverage,G0111,537.28,2,Indiranagar
B01512,2023-02-03 12:00:00,Espresso,Food,G0365,299.51,3,MG Road
B01513,2023-02-23 07:00:00,Sandwich,Beverage,G0342,318.19,2,Indiranagar
B01514,2023-10-23 03:00:00,Espresso,Beverage,G0043,105.37,2,Indiranagar
B01515,2023-09-07 10:00:00,Cappuccino,Beverage,G0211,244.81,3,Koramangala
B01516,2023-08-23 03:00:00,Muffin,Food,G0200,337.23,2,MG Road
B01517,2024-05-05 09:00:00,Muffin,Beverage,G0298,146.68,1,Koramangala
B01518,2024-04-07 05:00:00,Muffin,Food,G0346,338.36,2,Indiranagar
B01519,2023-02-27 19:00:00,Sandwich,Food,G0240,566.31,1,Indiranagar
B01520,2024-06-20 16:00:00,Muffin,Food,G0115,411.35,3,Koramangala
B01521,2024-04-01 09:00:00,Cappuccino,Food,G0026,124.99,3,Koramangala
B01522,2023-04-22 15:00:00,Espresso,Food,G0299,189.25,2,Koramangala
B01523,2023-03-29 18:00:00,Sandwich,Food,G0077,350.49,1,Koramangala
B01524,2023-12-07 13:00:00,Espresso,Beverage,G0137,286.05,2,Koramangala
B01525,2023-06-25 23:00:00,Sandwich,Beverage,G0020,284.47,3,Indiranagar
B01526,2023-07-21 07:00:00,Espresso,Beverage,G0211,381.68,2,Koramangala
B01527,2023-04-26 08:00:00,Latte,Food,G0240,413.11,2,MG Road
B01528,2024-05-21 01:00:00,Espresso,Beverage,G0039,534.21,1,Indiranagar
B01529,2023-05-13 18:00:00,Muffin,Food,G0268,274.35,3,Indiranagar
B01530,2024-04-23 00:00:00,Latte,Food,G0207,539.12,2,MG Road
B01531,2023-04-18 05:00:00,Espresso,Food,G0267,273.01,1,MG Road
B01532,2024-06-17 16:00:00,Sandwich,Beverage,G0154,111.6,2,Indiranagar
B01533,2023-04-19 07:00:00,Sandwich,Food,G0042,395.89,1,Koramangala
B01534,2023-06-18 01:00:00,Cold Brew,Food,G0011,415.1,1,Indiranagar
B01535,2023-12-18 04:00:00,Sandwich,Beverage,G0294,612.69,2,Indiranagar
B01536,2023-02-24 08:00:00,Croissant,Beverage,G0098,493.85,3,MG Road
B01537,2024-04-29 06:00:00,Cappuccino,Food,G0275,603.13,3,Indiranagar
B01538,2023-11-04 00:00:00,Sandwich,Food,G0390,597.76,1,Koramangala
B01539,2023-09-02 21:00:00,Latte,Beverage,G0372,424.61,3,MG Road
B01540,2023-02-24 05:00:00,Cold Brew,Beverage,G0230,380.82,1,Indiranagar
B01541,2023-04-16 21:00:00,Sandwich,Beverage,G0369,397.74,3,Indiranagar
B01542,2023-03-27 11:00:00,Croissant,Food,G0220,637.65,2,Koramangala
B01543,2023-10-11 17:00:00,Muffin,Beverage,G0065,520.71,3,Indiranagar
B01544,2023-12-26 17:00:00,Latte,Beverage,G0355,140.57,1,Indiranagar
B01545,2024-03-03 20:00:00,Croissant,Beverage,G0232,523.7,1,Indiranagar
B01546,2024-04-18 20:00:00,Muffin,Food,G0328,177.21,3,Indiranagar
B01547,2024-03-28 01:00:00,Tea,Beverage,G0052,334.99,2,Koramangala
B01548,2024-05-14 14:00:00,Tea,Beverage,G0374,199.96,1,Indiranagar
B01549,2024-01-10 20:00:00,Latte,Beverage,G0376,473.06,1,Indiranagar
B01550,2023-01-04 02:00:00,Espresso,Beverage,G0263,580.07,1,Indiranagar
B01551,2023-10-18 21:00:00,Cappuccino,Beverage,G0267,245.51,1,MG Road
B01552,2024-03-07 23:00:00,Cold Brew,Food,G0359,126.75,1,Koramangala
B01553,2024-05-19 20:00:00,Cappuccino,Food,G0317,250.14,2,MG Road
B01554,2024-03-04 09:00:00,Croissant,Food,G0324,463.25,3,MG Road
B01555,2023-08-17 03:00:00,Muffin,Beverage,G0396,267.39,2,Koramangala
B01556,2023-12-10 00:00:00,Cappuccino,Food,G0154,238.52,2,MG Road
B01557,2024-03-04 01:00:00,Muffin,Food,G0358,185.13,1,MG Road
B01558,2023-10-27 08:00:00,Muffin,Food,G0366,363.58,2,MG Road
B01559,2023-08-30 12:00:00,Croissant,Beverage,G0140,237.29,1,Koramangala
B01560,2023-10-25 13:00:00,Croissant,Beverage,G0051,496.68,2,Indiranagar
B01561,2024-06-20 11:00:00,Croissant,Food,G0117,123.67,1,Koramangala
B01562,2023-03-09 14:00:00,Cappuccino,Food,G0046,458.5,1,Koramangala
B01563,2023-12-02 01:00:00,Tea,Beverage,G0309,215.41,2,Koramangala
B01564,2023-01-15 05:00:00,Croissant,Beverage,G0088,358.89,2,MG Road
B01565,2024-05-25 04:00:00,Cold Brew,Food,G0208,243.07,3,Indiranagar
B01566,2023-03-28 10:00:00,Cappuccino,Beverage,G0377,491.98,3,Koramangala
B01567,2023-11-30 00:00:00,Croissant,Food,G0269,618.83,3,Koramangala
B01568,2023-01-27 21:00:00,Sandwich,Beverage,G0089,602.73,2,Indiranagar
B01569,2024-06-26 10:00:00,Muffin,Food,G0381,412.55,2,Indiranagar
B01570,2023-06-27 15:00:00,Cold Brew,Food,G0118,343.69,1,Indiranagar
B01571,2024-01-02 17:00:00,Croissant,Beverage,G0054,546.43,3,MG Road
B01572,2023-09-13 16:00:00,Latte,Food,G0116,469.5,1,Indiranagar
B01573,2023-12-27 06:00:00,Muffin,Food,G0118,184.63,1,MG Road
B01574,2024-04-09 09:00:00,Muffin,Food,G0260,547.92,1,Koramangala
B01575,2024-02-17 12:00:00,Croissant,Beverage,G0075,324.46,1,MG Road
B01576,2024-05-01 00:00:00,Tea,Beverage,G0305,187.72,3,Indiranagar
B01577,2023-05-04 17:00:00,Espresso,Beverage,G0007,240.62,1,MG Road
B01578,2023-05-07 04:00:00,Tea,Food,G0366,232.49,2,Indiranagar
B01579,2023-11-15 11:00:00,Croissant,Beverage,G0122,375.95,2,MG Road
B01580,2024-06-25 05:00:00,Muffin,Food,G0011,213.59,2,Koramangala
B01581,2023-04-22 17:00:00,Cold Brew,Food,G0348,150.43,3,MG Road
B01582,2023-06-01 05:00:00,Latte,Beverage,G0215,150.5,1,Koramangala
B01583,2023-06-26 01:00:00,Cold Brew,Beverage,G0279,412.47,3,Indiranagar
B01584,2023-05-08 19:00:00,Cold Brew,Food,G0028,498.81,1,Koramangala
B01585,2023-09-05 13:00:00,Muffin,Food,G0235,263.27,3,Indiranagar
B01586,2023-02-27 18:00:00,Tea,Beverage,G0367,99.75,3,Indiranagar
B01587,2024-05-13 16:00:00,Latte,Beverage,G0313,152.52,1,Koramangala
B01588,2023-04-30 10:00:00,Cappuccino,Beverage,G0026,601.38,3,Koramangala
B01589,2023-07-19 12:00:00,Sandwich,Food,G0054,361.32,1,MG Road
B01590,2024-04-26 11:00:00,Muffin,Food,G0029,338.54,2,MG Road
B01591,2023-08-17 18:00:00,Croissant,Food,G0353,101.69,2,Koramangala
B01592,2024-06-29 01:00:00,Cappuccino,Food,G0164,495.32,2,Koramangala
B01593,2023-06-21 20:00:00,Sandwich,Food,G0270,381.0,3,Koramangala
B01594,2023-12-14 12:00:00,Croissant,Beverage,G0334,195.19,2,Koramangala
B01595,2023-06-10 10:00:00,Cold Brew,Beverage,G0035,142.74,1,Indiranagar
B01596,2023-08-14 15:00:00,Espresso,Food,G0286,298.53,2,Koramangala
B01597,2024-03-03 02:00:00,Croissant,Food,G0348,557.18,2,Koramangala
B01598,2023-11-16 23:00:00,Latte,Beverage,G0273,573.22,3,Koramangala
B01599,2023-10-12 03:00:00,Latte,Beverage,G0208,423.62,1,Koramangala
B01600,2024-01-24 16:00:00,Espresso,Beverage,G0238,494.7,3,Indiranagar
B01601,2023-12-16 02:00:00,Cappuccino,Beverage,G0093,145.64,3,MG Road
B01602,2024-04-05 06:00:00,Sandwich,Food,G0173,415.23,1,MG Road
B01603,2024-01-29 10:00:00,Croissant,Beverage,G0079,460.17,3,MG Road
B01604,2023-02-25 13:00:00,Latte,Food,G0110,194.41,1,MG Road
B01605,2024-05-31 01:00:00,Cappuccino,Beverage,G0217,581.69,2,MG Road
B01606,2023-06-22 22:00:00,Espresso,Beverage,G0358,191.15,1,Indiranagar
B01607,2023-10-09 22:00:00,Tea,Beverage,G0106,258.68,1,MG Road
B01608,2023-04-23 23:00:00,Muffin,Food,G0047,433.72,1,Indiranagar
B01609,2023-07-22 05:00:00,Tea,Food,G0181,443.86,3,Indiranagar
B01610,2024-06-12 21:00:00,Tea,Beverage,G0064,478.65,1,MG Road
B01611,2023-09-16 20:00:00,Latte,Food,G0246,143.85,1,MG Road
B01612,2023-11-08 15:00:00,Cold Brew,Food,G0244,564.19,1,MG Road
B01613,2023-08-14 08:00:00,Cold Brew,Beverage,G0320,383.72,2,Koramangala
B01614,2024-02-20 17:00:00,Espresso,Beverage,G0087,348.65,1,Indiranagar
B01615,2023-11-18 11:00:00,Croissant,Food,G0217,639.23,3,MG Road
B01616,2024-01-08 14:00:00,Cold Brew,Food,G0007,502.02,1,Koramangala
B01617,2023-03-15 10:00:00,Tea,Food,G0278,147.26,1,Indiranagar
B01618,2024-05-19 16:00:00,Cold Brew,Beverage,G0337,511.23,2,Koramangala
B01619,2023-10-23 21:00:00,Tea,Beverage,G0210,134.29,1,Koramangala
B01620,2023-11-16 18:00:00,Sandwich,Food,G0169,95.66,3,MG Road
B01621,2024-06-11 04:00:00,Latte,Beverage,G0330,310.07,1,Indiranagar
B01622,2023-09-13 02:00:00,Latte,Beverage,G0138,646.34,3,Koramangala
B01623,2023-01-21 01:00:00,Croissant,Food,G0391,179.68,2,Indiranagar
B01624,2023-01-07 09:00:00,Cold Brew,Food,G0381,463.41,1,MG Road
B01625,2023-11-14 09:00:00,Cold Brew,Beverage,G0306,178.84,2,Indiranagar
B01626,2023-03-05 12:00:00,Muffin,Beverage,G0230,493.13,1,Koramangala
B01627,2023-03-30 08:00:00,Cappuccino,Food,G0308,368.05,3,Koramangala
B01628,2023-04-08 15:00:00,Sandwich,Beverage,G0161,467.58,2,Indiranagar
B01629,2023-08-03 00:00:00,Latte,Beverage,G0001,195.64,1,Koramangala
B01630,2023-08-29 00:00:00,Sandwich,Food,G0236,505.01,3,Koramangala
B01631,2023-02-21 16:00:00,Latte,Food,G0188,647.5,2,Koramangala
B01632,2023-01-03 12:00:00,Sandwich,Beverage,G0004,459.42,1,MG Road
B01633,2024-01-16 10:00:00,Espresso,Beverage,G0132,361.28,2,MG Road
B01634,2023-03-10 07:00:00,Tea,Beverage,G0218,606.21,1,Koramangala
B01635,2023-09-15 17:00:00,Latte,Food,G0260,89.04,3,Indiranagar
B01636,2024-05-28 00:00:00,Sandwich,Beverage,G0001,496.06,3,MG Road
B01637,2023-11-29 02:00:00,Cold Brew,Beverage,G0071,586.59,2,Indiranagar
B01638,2024-06-01 10:00:00,Cappuccino,Food,G0178,115.15,2,Koramangala
B01639,2024-05-05 01:00:00,Espresso,Food,G0189,336.54,1,Koramangala
B01640,2023-02-22 04:00:00,Espresso,Beverage,G0291,196.69,3,Indiranagar
B01641,2023-06-25 03:00:00,Cappuccino,Food,G0008,402.92,1,MG Road
